text,16,corona,crisis,everyone,fending,got,immune,know,real,system
"Glad to have Minister of Social Affairs, Juliari Batubara ",0,0,0,0,0,0,0,0,0,0
"Wowee. Send this to your mate who says ""but ___ kills more people than .""  ",0,0,0,0,0,0,0,0,0,0
Thank You Classic to honor those on front lines during COVID- pandemic ,0,0,0,0,0,0,0,0,0,0
MASS ILLEGAL EVICTION IN DUBLIN CITY DURING COVID- !!! BV Rentals illegally evicted over 50 tenants from 9 apartm… ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
me enjoying outside as much as possible before corona spins the block ,0,1,0,0,0,0,0,0,0,0
"Media outlets are seriously doing the “Trump is holding rallies despite ” AS they promote the protests, riots, and violence.",0,0,0,0,0,0,0,0,0,0
You're probably wondering: Who would hold a rally in four states showing an alarming rise in #COVID cases?  A per… ,0,0,0,0,0,0,0,0,0,0
"The disclaimer at the bottom of the registration for Trump's rally in Tulsa: ""By attending the Rally, you and any g… ",0,0,0,0,0,0,0,0,0,0
Studies are finding that those with O blood are less susceptible to Covid-. ,0,0,0,0,0,0,0,0,0,0
There's a real danger that the Coronavirus crisis will turn the housing crisis into a catastrophe.  Labour needs to… ,0,0,2,0,0,0,0,0,1,0
me enjoying outside as much as possible before corona spins the block ,0,1,0,0,0,0,0,0,0,0
1) Trump's Klan rally June  in Tulsa:  The grand wizard + mobs of racist white people + on Juneteenth + at the si… ,0,0,0,0,0,0,0,0,0,0
LIVE w/ LOZ OOT RANDOMIZER AND MODS!! Link in comments  #twitch #supportsmallstreamers #supportsmallstreams… ,0,0,0,0,0,0,0,0,0,0
pretty scary how COVID- hasn't gone away yet but people are acting like it was never here to begin with.,0,0,0,0,0,0,0,0,0,0
me enjoying outside as much as possible before corona spins the block ,0,1,0,0,0,0,0,0,0,0
JUST PUBLISHED: My latest: # keeps spreading & ; thousands of Americans are dying each week. But… ,0,0,0,0,0,0,0,0,0,0
"US, Brazil, Russia, India, and UK are now the top five in total  cases in the world. What do these countries have in common?",0,0,0,0,0,0,0,0,0,0
BREAKING: Tennessee refused to follow a court order requiring the state to send voters absentee ballots because of… ,0,0,0,0,0,0,0,0,0,0
"Ohio State Sen. Steve Huffman, a Republican, has been fired from his position as an emergency room doctor after usi… ",0,0,0,0,0,0,0,0,0,0
Stocks post their worst day since March ,0,0,0,0,0,0,0,0,0,0
Florida reports highest single-day total of  cases ,0,0,0,0,0,0,0,0,0,0
"Great visualisation of NZ's COVID- cases from Re:News, supported by ",0,0,0,0,0,0,0,0,0,0
Trump’s only  precaution for his rallies are to make sure people can’t sue him afterward for contracting… ,0,0,0,0,0,0,0,0,0,0
"""Trump is only engaged by those political battles he can concoct and shape. And he can’t do that with this pandemic… ",0,0,0,0,0,0,0,0,0,0
BREAKING: Tennessee refused to follow a court order requiring the state to send voters absentee ballots because of… ,0,0,0,0,0,0,0,0,0,0
"When Trump says of COVID-, ""I call it the plague from China,"" his Dallas audience laughs and applauds.  How is that a laugh line?",0,0,0,0,0,0,0,0,0,0
" With over 40.000 victims, Brazil's President just asked his supporters to h… ",0,0,0,0,0,0,0,0,0,0
"New Coronavirus cases today  Germany: 37 Austria: 29 Denmark:  Norway: 6 Finland: 24 Switzerland: 33  UK: 1,266… ",0,0,0,0,0,0,0,0,0,0
This ,0,0,0,0,0,0,0,0,0,0
Trump’s Tulsa c aign rally sign-up page includes  liability disclaimer ,0,0,0,0,0,0,0,0,0,0
We are still collecting for #Remembermystory  inc images & ; video. Also interested in materials that relate to the '… ,0,0,0,0,0,0,0,0,0,0
Rally at your own risk: Trump c aign's  disclaimer to supporters ,0,0,0,0,0,0,0,0,0,0
me enjoying outside as much as possible before corona spins the block ,0,1,0,0,0,0,0,0,0,0
Donald Trump is now down by more than 8 points in polling averages. Coronavirus is resurgent. Expanded UI is set to… ,0,0,0,0,0,0,0,0,0,0
Donald Trump has no testing or tracing plan. He’s not even talking about Covid- anymore. He’s just letting people… ,0,0,0,0,0,0,0,0,0,0
"La Marque had two additional confirmed COVID- cases reported today, raising our total number to 76. Get the eveni… ",0,0,0,0,0,0,0,0,0,0
As ⁦,0,0,0,0,0,0,0,0,0,0
me enjoying outside as much as possible before corona spins the block ,0,1,0,0,0,0,0,0,0,0
"Australian PM Scott Morrison rejects ""coercion"" after China urges students not to study in country, citing Covid-… ",0,0,0,0,0,0,0,0,0,0
The numbers are better than the headlines about a second wave of Covid- cases. ,0,0,0,0,0,0,0,0,0,0
"I luv that our stock market is down 1,800 pts, our unemployment is ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
trump didn’t give a crap for the over 110k dead Americans so far. not one word of empathy. he doesn’t give a shit a… ,0,0,0,0,0,0,0,0,0,0
Trump rally-goers must agree they won't sue if they contract   ,0,0,0,0,0,0,0,0,0,0
"Today Mr. Modi said that We have to turn COVID- crisis into Opportunity  Congress MLA from M.P, Gujarat and Rajasthan agrees",0,0,1,0,0,0,0,0,0,0
Ugandans can falsify Covid  results ! Satan must have found a good operation base in Uganda. Wonder how many peop… ,0,0,0,0,0,0,0,0,0,0
"In the last three days, a total of 507 new COVID- cases have been confirmed in San Antonio. ",0,0,0,0,0,0,0,0,0,0
Immigrants Delayed By The Coronavirus Are Suing To Be Naturalized In Time To Vote In The Presidential Election… ,0,0,0,0,0,0,0,0,0,0
Hey ,0,0,0,0,0,0,0,0,0,0
"Don’t let Corona Virus, Racism, Police Brutality, Kyrie Irving, Brady leaving to T a.. distract you from the fact… ",0,1,0,0,0,0,0,0,0,0
Why would a President who doesn’t believe  in this virus want his supporters to sign a waiver ?  Trump c aign ask… ,0,0,0,0,0,0,0,0,0,0
BREAKING: Today's Bulldogs vs Roosters match has been postponed due to a  scare. #NRL… ,0,0,0,0,0,0,0,0,0,0
"It's a race to see who's gonna kill us faster,  or republicans",0,0,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
"#Illinois #USA #NorthAmerica   Cases: 131,871   Death: 6,289   Recovered: 83,553 (+384)   Critical: 15,916   New %:… ",0,0,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
🧐How prevalent is COVID- in Ontario?🧐 🧐How many cases have we missed?🧐 🧐What percent of our population remains su… ,0,0,0,0,0,0,0,0,0,0
🌈Friendly reminder🌈 💕There is no cure for COVID- yet💕 🌻There is no vaccine for COVID- yet🌻 🌟Cases only went dow… ,0,0,0,0,0,0,0,0,0,0
Florida opened up. People have been packing bars without masks.   Now three bars in downtown St. Pete have closed b… ,0,0,0,0,0,0,0,0,0,0
Harvard study: Did  start in August 20? ,0,0,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
"A 70-year-old man in Seattle survived the , got applauded by staff when he left the hospital after 62 da… ",0,0,0,0,0,1,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
Orange County's chief public health officer was driven from her job this week by death threats and protests outside… ,0,0,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
COVID- Stop the Spread of Germs ,0,0,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
Fired Florida scientist builds  site showing far more cases than state reports ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Big jump in Florida COVID- cases. Up 3.6% vs 7-day average of +2.1%. In nominal terms up 2581 cases.  That's a risk-off narrative.,0,0,0,0,0,0,0,0,0,0
Florida's former top  data scientist has launched a website showing far more COVID- info than she said… ,0,0,0,0,0,0,0,0,0,0
  The father and s… ,0,0,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
Call for participants for a survey involving media consumption/responses to media during Covid-. ,0,0,0,0,0,0,0,0,0,0
"Y'all saying y'all stayed home for three months ""for nothing"" as if you ain't see stories of people dying constantl… ",0,0,0,0,0,0,0,0,0,0
"Twitter has announced that it had shut down more than 170,000 accounts tied to the Chinese government. Experts work… ",0,0,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
A Hospital’s Secret Coronavirus Policy Separated Native American Mothers From Their Newborns ,0,0,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
Prophet Muhammad directly addressed the two biggest issues of our time - diseases (COVID-) & ; racism.   On disease… ,0,0,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
34 Indian doctors have died from COVID- while trying to save patients from it. They're not even counting the nurs… ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Did women leaders handle Covid- better than male leaders? I crunched data & ; found that the death rate in female-l… ,0,0,0,0,0,0,0,0,0,0
"As  continues to spread in Rio de Janeiro, cartels have gone from running drugs to pushing medication, c… ",0,0,0,0,0,0,0,0,0,0
Here we go again.. #Covid # #stocks to consider during these tough times. ,0,0,0,0,0,0,0,0,0,0
Kathryn Greiner says life will never return to the way it was before COVID-. ,0,0,0,0,0,0,0,0,0,0
The FDA won't allow us to use HYDROXYCHLOROQUINE  for Covid-.   I think the FDA is trying to play politics.   Dem… ,0,0,0,0,0,0,0,0,0,0
The United States is the only developed country where COVID survivors must also survive a confusing and unnecessari… ,0,0,0,0,0,0,0,0,0,0
City Enters Phase 4 Of Pretending Coronavirus Over ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
As the ,0,0,0,0,0,0,0,0,0,0
COVID- and Your Office Renewal #CRE #Renewal #Covid-  ,0,0,0,0,0,0,0,0,0,0
This is the fifth reported officer at an ICE detention facility who has died of COVID-. ICE doesn't report these… ,0,0,0,0,0,0,0,0,0,0
Regulators in the US have revoked their emergency-use authorization for hydroxychloroquine when used for Covid-.… ,0,0,0,0,0,0,0,0,0,0
Treasury yields come off lows after Fed makes tweak to how it snaps up corporate bonds ,0,0,0,0,0,0,0,0,0,0
How has #COVID impacted scientific publishing? Maybe not how you'd expect – learn more in this timely analysis by… ,0,0,0,0,0,0,0,0,0,0
"A raft of EU nations reopened their borders to fellow Europeans on Monday after months of  curbs, but Ch… ",0,0,0,0,0,0,0,0,0,0
"Here's an idea:  If the president calls his rally a ""peaceful protest,"" then the  won't be a problem, an… ",0,0,0,0,0,0,0,0,0,0
Latin America reels as  pandemic gains pace ,0,0,0,0,0,0,0,0,0,0
Wild how a lot of the replies are “wow  is bullshit so this means we should fully re-open” instead of “w… ,0,0,0,0,0,0,0,0,0,0
The FDA won't allow us to use HYDROXYCHLOROQUINE  for Covid-.   I think the FDA is trying to play politics.   Dem… ,0,0,0,0,0,0,0,0,0,0
ICYMI - EXCLUSIVE: Bill Gates Negotiated $100 Billion Contact Tracing Deal With Democratic Congressman Sponsor of B… ,0,0,0,0,0,0,0,0,0,0
First the World Health Organization director spread Chinese propaganda about COVID-.  Now he's giving a graduatio… ,0,0,0,0,0,0,0,0,0,0
Good! NC has cases rising quicker than people can recover since phase 2. It's like people just didn't care or figur… ,0,0,0,0,0,0,0,0,0,0
NEW YORK (AP) -- MLB letter obtained by The Associated Press says several players and staff have tested positive for COVID-.,0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0
"Donald Trump is not responsible for COVID-, but he does bear full responsibility for his slow, uncoordinated, bun… ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"I’m not one to judge people’s choices, but PLEASE if you need to go out WEAR A MASK OR DON’T GO OUT AT ALL! Some of… ",0,0,0,0,0,0,0,0,0,0
The FDA warned Monday that Covid- patients taking anti-malaria drug hydroxychloroquine along with antiviral drug… ,0,0,0,0,0,0,0,0,0,0
"Vice President Mike Pence blatantly lied to reporters about the trajectory of COVID- cases in Oklahoma, where Pre… ",0,0,0,0,0,0,0,0,0,0
The temporary Coronavirus key worker free parking in Islington where I work is coming to an end this week I think .… ,0,0,0,0,0,0,0,0,0,0
City Enters Phase 4 Of Pretending Coronavirus Over ,0,0,0,0,0,0,0,0,0,0
The impact on health and long-term care services for older persons must recognize and confront the particular chall… ,0,0,0,0,0,0,0,0,0,0
First the World Health Organization director spread Chinese propaganda about COVID-.  Now he's giving a graduatio… ,0,0,0,0,0,0,0,0,0,0
"Vice President Mike Pence blatantly lied to reporters about the trajectory of COVID- cases in Oklahoma, where Pre… ",0,0,0,0,0,0,0,0,0,0
Coronavirus: US withdraws emergency use of hydroxychloroquine ,0,0,0,0,0,0,0,0,0,0
"Donald Trump is not responsible for COVID-, but he does bear full responsibility for his slow, uncoordinated, bun… ",0,0,0,0,0,0,0,0,0,0
Dear ,0,0,0,0,0,0,0,0,0,0
Group of Portland antifa ran viral GoFundMe for COVID- victims. They promised food + cash support. But people are… ,0,0,0,0,0,0,0,0,0,0
"As COVID- continues to kill 800-1,000 Americans a day, Florida has become a new hotspot.  Let’s look at the state… ",0,0,0,0,0,0,0,0,0,0
"Donald Trump is not responsible for COVID-, but he does bear full responsibility for his slow, uncoordinated, bun… ",0,0,0,0,0,0,0,0,0,0
Senator McConnell:  Americans are in the middle of fighting this COVID- public health crisis.  So why are you foc… ,0,0,1,0,0,0,0,0,0,0
Has women’s sport lost momentum due to COVID-? What would it take to embed gender equality in sport’s recovery?… ,0,0,0,0,0,0,0,0,0,0
"GOP Rep. Tom Rice, who announced today he and his family were diagnosed with  last week, wasn't wearing a m… ",0,0,0,0,0,0,0,0,0,0
SE PIERDEN 58 MIL 652 EMPLEOS FORMALES DE MARZO A MAYO POR COVID- EN EL EDOMÉX: CCEM ,0,0,0,0,0,0,0,0,0,0
"Mick Mulvaney dumped as much as $550,000 in stocks the same day Trump assured the public the US economy was 'doing… ",0,0,0,0,0,0,0,0,0,0
Key facts about asymptomatic COVID-  ,0,0,0,0,0,0,0,0,0,0
"After reports of wealthy Trump donors getting millions in relief meant for small businesses, the administration is… ",0,0,0,0,0,0,0,0,0,0
"Don’t be an ass, wear a mask! 😷 My mask protects you, your mask protects me. Combined with social distancing, weari… ",0,0,0,0,0,0,0,0,0,0
"Oof.   This whole incident, combined with seemingly growing public mistrust of predictive models thanks to COVID-… ",0,0,0,0,0,0,0,0,0,0
University of Houston suspends voluntary workouts after six student-athletes test positive for … ,0,0,0,0,0,0,0,0,0,0
Outrage after McConnell says he hasn't felt 'urgency' to act immediately on  relief ,0,0,0,0,0,0,0,0,0,0
NEW YORK (AP) — MLB letter obtained by The Associated Press says several players and staff have tested positive for COVID-.,0,0,0,0,0,0,0,0,0,0
NEW YORK (AP) -- MLB letter obtained by The Associated Press says several players and staff have tested positive for COVID-.,0,0,0,0,0,0,0,0,0,0
"WWE is not allowing people to wear masks. At the same time, a wrestler tested positive for the virus. All WWE itsel… ",0,0,0,0,0,0,0,0,0,0
"Is it just me or all hand sanitizer smells different now since corona? And not in a good way, shit smells like cheap ass tequila",0,1,0,0,0,0,0,0,0,0
Dear ,0,0,0,0,0,0,0,0,0,0
Doug Ducey: *opens economy during a pandemic* Arizona: *becomes  hotspot* Doug Doucey: ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
BBC News - Coronavirus: Dexamethasone proves first life-saving drug ,0,0,0,0,0,0,0,0,0,0
This is how WWE testing for Covid- ,0,0,0,0,0,0,0,0,0,0
City Enters Phase 4 Of Pretending Coronavirus Over ,0,0,0,0,0,0,0,0,0,0
"575 pages. 5,000 citations. Major reveals on COVID-, the election, the protests, China, Ukraine, Russia, Turkey,… ",0,0,0,0,0,0,0,0,0,0
The people devising these disgusting #vaccines & ; calling it #science are evil & ; immoral. Where are the… ,0,0,0,0,0,0,0,0,0,0
 GOP memo urges Republican c aigns to attack China for ... ,0,0,0,0,0,0,0,0,0,0
People are getting sick from COVID- spreading through the air – and that’s a big challenge for reopening ,0,0,0,0,0,0,0,0,0,0
"Today, #AZ experienced our largest daily case increase with 2,392 newly reported COVID- cases.  The time for mand… ",0,0,0,0,0,0,0,0,0,0
"""Mnuchin is at the core of the Trump crime cabal along with Kushner, Pence and a few others. As predicted, they are… ",0,0,0,0,0,0,0,0,0,0
"11 accused in Palghar lynching case of Sadhus, tested positive for Coronavirus, while results of 6 other accused are yet to be received.",0,0,0,0,0,0,0,0,0,0
"Students across NM grappled w/ uncertainty and many have faced new costs like childcare, housing, & ; additional tech… ",0,0,0,0,0,0,0,0,0,0
4. Bolton book should also make us reexamine all the praise Trump heaped on Xi over China's handling of the coronav… ,0,0,0,0,0,0,0,0,0,0
"Trump is still holding his rally in Tulsa, despite an increase in  cases. Masks are not required, nor is… ",0,0,0,0,0,0,0,0,0,0
"Pence, now a #Coronavirus denier says fears of a second wave are overblown. Dr. Fauci says we are STILL IN THE FIRS… ",0,0,0,0,0,0,0,0,0,0
"575 pages. 5,000 citations. Major reveals on COVID-, the election, the protests, China, Ukraine, Russia, Turkey,… ",0,0,0,0,0,0,0,0,0,0
"Donald Trump ignored the experts, downplayed the threat COVID- posed, and failed to take the action necessary to… ",0,0,0,0,0,0,0,0,0,0
"Adam Schiff Lied. Americans died.  While  spread, Schiff was focused on the impeachment sham.   I'm the… ",0,0,0,0,0,0,0,0,0,0
"Hey,   ",0,0,0,0,0,0,0,0,0,0
BREAKING: Source tells ,0,0,0,0,0,0,0,0,0,0
A scene between Dede Standish and Georgina Hobart in the Season 2 finale of “The Politician” was scheduled to be fi… ,0,0,0,0,0,0,0,0,0,0
"Beijing had 106 new #Covid_ cases in the last week, so they shut down schools and effectively closed the airport… ",0,0,0,0,0,0,0,0,0,0
Another thing COVID- taked from me ,0,0,0,0,0,0,0,0,0,0
"Donald Trump ignored the experts, downplayed the threat COVID- posed, and failed to take the action necessary to… ",0,0,0,0,0,0,0,0,0,0
Metra said the  pandemic will cost it $605 million in lost revenues — $70 million more than expected — t… ,0,0,0,0,0,0,0,0,0,0
#Argentina #Pandemia #Globalization #Markets #Commodities  Despite the global isolation measures and measures to mi… ,0,0,0,0,0,0,0,0,0,0
"Is it just me or all hand sanitizer smells different now since corona? And not in a good way, shit smells like cheap ass tequila",0,1,0,0,0,0,0,0,0,0
"Pence, now a #Coronavirus denier says fears of a second wave are overblown. Dr. Fauci says we are STILL IN THE FIRS… ",0,0,0,0,0,0,0,0,0,0
Is it any surprise then that Trump echoed the Chinese government's propaganda instead of preparing America for COVI… ,0,0,0,0,0,0,0,0,0,0
The media has  lified the voices of fear and panic. They are using COVID- to push other agendas.  Please retwee… ,0,0,0,0,0,0,0,0,0,0
"Adam Schiff Lied. Americans died.  While  spread, Schiff was focused on the impeachment sham.   I'm the… ",0,0,0,0,0,0,0,0,0,0
#environmentaljustice orgs to ,0,0,0,0,0,0,0,0,0,0
"US deaths from Covid-, more than 117,000 today, have now exceeded US deaths in World War I, 116,516—a war in whic… ",0,0,0,0,0,0,0,0,0,0
"""are you wearing the C—""  “the CDC recommended face covering because we’re still in the middle of the global COVID-… ",0,0,0,0,0,0,0,0,0,0
🔁Retweet if you're planning to wear a mask in public to prevent the spread of COVID-.😷  ❤️Like if you want your n… ,0,0,0,0,0,0,0,0,0,0
Lungs of an otherwise healthy woman in her 20s who received the first lung transplant for # in the US.… ,0,0,0,0,0,0,0,0,0,0
Partygoers have been packing #Arizona bars. Now the state is a # hot spot  Seriously people #WearAMask… ,0,0,0,0,0,0,0,0,0,0
"The novel  is twice as infectious within households than similar diseases such as SARS, with a substanti… ",0,0,0,0,0,0,0,0,0,0
"Target is raising its starting wage to $15 an hour, making permanent a $2 bonus the company gave its U.S. workers d… ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Oklahoma sees highest single-day increase of  cases ahead of President Trump’s planned rally in Tulsa.… ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"Adam Schiff Lied. Americans died.  While  spread, Schiff was focused on the impeachment sham.   I'm the… ",0,0,0,0,0,0,0,0,0,0
"Is it just me or all hand sanitizer smells different now since corona? And not in a good way, shit smells like cheap ass tequila",0,1,0,0,0,0,0,0,0,0
"This email offers an important update on some of the available small business resources, including news on the SBA’… ",0,0,0,0,0,0,0,0,0,0
Training the COVID- Detection Dogs ,0,0,0,0,0,0,0,0,0,0
"Adam Schiff Lied. Americans died.  While  spread, Schiff was focused on the impeachment sham.   I'm the… ",0,0,0,0,0,0,0,0,0,0
I took a break from  reporting to look at how China is collecting blood s les from men and boys to bui… ,0,0,0,0,0,0,0,0,0,0
"""When you look at what Trump says about  -- 'If there are no tests, then there are no positive cases' --… ",0,0,0,0,0,0,0,0,0,0
Dear national media: how strange that there are growing fears of Chinese Corona in Tulsa but no lawsuits or panic i… ,0,1,0,0,0,0,0,0,0,0
I started working at 6AM to finish all my wrk & ; go volunteer 4 d food distribution to ppl affected by d COVID- pa… ,0,0,0,0,0,0,0,0,0,0
Good morning! ☕ A federal judge has ordered Treasury Secretary Steven Mnuchin to give tribes hundreds of millions o… ,0,0,0,0,0,0,0,0,0,0
"""are you wearing the C—""  “the CDC recommended face covering because we’re still in the middle of the global COVID-… ",0,0,0,0,0,0,0,0,0,0
People are getting sick from COVID- spreading through the air – and that’s a big challenge for reopening ,0,0,0,0,0,0,0,0,0,0
COVID- is a wake-up call for change. We need your help to build BC to be stronger than ever. Tell us what's impor… ,0,0,0,0,0,0,0,0,0,0
“It really does feel like the U.S. has given up.” -European scientist.  ,0,0,0,0,0,0,0,0,0,0
CureVac takes a stab at bringing another mRNA vaccine to market (similar to Moderna).  The German government is a l… ,0,0,0,0,0,0,0,0,0,0
NEW: Top members of  task force advised against Trump's Tulsa rally ,0,0,0,0,0,0,0,0,0,0
"Indian Prime Minister Narendra Modi, a keen yoga practitioner, recommends yoga as a way of building a ""protective s… ",0,0,0,0,0,0,0,0,0,0
Fewer than 6% of Americans now tested each week are found to have the Coronavirus. Daily average case rates continu… ,0,0,0,0,0,0,0,0,0,0
"President Trump's c aign rally in Tulsa, Oklahoma, on Saturday violates virtually every one of the guiding princi… ",0,0,0,0,0,0,0,0,0,0
“It really does feel like the U.S. has given up.” -European scientist.  ,0,0,0,0,0,0,0,0,0,0
“It really does feel like the U.S. has given up.” -European scientist.  ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Florida gov blames  rise on 'overwhelmingly Hispanic' workers ,0,0,0,0,0,0,0,0,0,0
Imagine..... big corona time my parents  ah gone a fish fry......,0,1,0,0,0,0,0,0,0,0
🤔Methinks Trump's trying to set PROTESTERS up for a clash with his Gestapo in Tulsa!  The secret service had recomm… ,0,0,0,0,0,0,0,0,0,0
"they’re being gassed, exposed to corona virus, raped by staff, sitting in their own pee & ; shit, children going “mis… ",0,1,0,0,0,0,0,0,0,0
PM Modi LIVE || PM Modi Interact With CMs Over COVID- Via Video Conferencing - TV9 ,0,0,0,0,0,0,0,0,0,0
"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guide… ",0,0,0,0,0,0,0,0,0,0
Learn how NY's taxation of nonresidents may significantly impact those telecommuting from outside the state in the… ,0,0,0,0,0,0,0,0,0,0
Coronavirus cases are surging and Trump is still thinking of it more as a PR issue than a pandemic. ,0,0,0,0,0,0,0,0,0,0
Breaking news for the Class of 2021: Many Texas schools make ACT and SAT optional for the coming admission cycle.… ,0,0,0,0,0,0,0,0,0,0
"COVID- has killed more Americans than 25,000 Benghazi’s.  ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
COVID- update: Today marks the lowest Friday death toll since March 27. Deaths have been going down consistently… ,0,0,0,0,0,0,0,0,0,0
Tomorrow is my birthday and every year I pray that I don't have to do this post.  Despite COVID- originating from… ,0,0,0,0,0,0,0,0,0,0
As I have been saying ,0,0,0,0,0,0,0,0,0,0
Desantis' response to the  in Florida has involved ignoring advice from scientists and focusing on ingra… ,0,0,0,0,0,0,0,0,0,0
"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guide… ",0,0,0,0,0,0,0,0,0,0
Lots of players are going to test positive for the . Data tells us they would be under greater risk of d… ,0,0,0,0,0,0,0,0,0,0
Indian Journalists Are Being Targeted for Questioning Governments’ Handling of the Pandemic - VICE ,0,0,0,0,0,0,0,0,0,0
"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guide… ",0,0,0,0,0,0,0,0,0,0
"If you are in Oklahoma and planning to go protest at Trump's rally tomorrow please don't, stay home.   Coronavirus… ",0,0,0,0,0,0,0,0,0,0
#Astros player test positive for CoVid  #khou,0,0,0,0,0,0,0,0,0,0
Donald Trump’s failure to fight the  with the same energy and focus that he uses to troll his enemies on… ,0,0,0,0,0,0,0,0,0,0
Please visit the COVID- Iquitos Relief Fund on gofundme to offer aid: ,0,0,0,0,0,0,0,0,0,0
Team Player  Democrats and mainstream media feel that COVID- can tell the difference between a Left-wing protest… ,0,0,0,0,0,0,0,0,0,0
"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guide… ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"Is your journey necessary? If you need to use our services, please follow this guidance to help us make your journe… ",0,0,0,0,0,0,0,0,0,0
"Colorado  latest numbers, June  ",0,0,0,0,0,0,0,0,0,0
Breaking: UCLA football players are demanding that a “third-party health official” be on hand for all football acti… ,0,0,0,0,0,0,0,0,0,0
The oldest African-American owned and operated nursing home in the state has had no infections from  amo… ,0,0,0,0,0,0,0,0,0,0
"Schwarzenegger: Anyone making  masks a ""political issue is an absolute moron"" ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Sacked special adviser to the National Task Force on COVID- Anthony Leachon said the COVID- response is not onl… ,0,0,0,0,0,0,0,0,0,0
Covid- has destroyed 41% of Black small businesses ,0,0,0,0,0,0,0,0,0,0
Coronavirus: Is the pandemic getting worse in the US? ,0,0,0,0,0,0,0,0,0,0
Breaking on ,0,0,0,0,0,0,0,0,0,0
So hows that   cure/vaccine coming??,0,0,0,0,0,0,0,0,0,0
COVID- update: Today marks the lowest Friday death toll since March 27. Deaths have been going down consistently… ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
The BOK Center in Tulsa will not be a Covid  free zone. Trump is more concerned about his ego driven rally than f… ,0,0,0,0,0,0,0,0,0,0
"This morning, we flagged off our administration’s N1 billion Micro, Small and Medium Enterprises (MSME) Development… ",0,0,0,0,0,0,0,0,0,0
Florida gov blames  rise on 'overwhelmingly Hispanic' workers ,0,0,0,0,0,0,0,0,0,0
BREAKING:  Florida added 3822 new COVID- cases overnight.  Another new record.,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"Spain: Activists Launch Grassroots Uprising Against 'False Pandemic,' Coronavirus Tyranny ",0,0,0,0,0,0,0,0,0,0
